10.139.187.66	DESKTOP-JH1H8E8.local
52.203.149.82	avast-track-prod-2089185329.us-east-1.elb.amazonaws.com
17.248.147.173	streams.fe.apple-dns.net
23.211.166.228	e1706.g.akamaiedge.net
88.221.214.48	a652.dscb.akamai.net
173.194.221.188	mobile-gtalk.l.google.com
2.18.213.25	a1488.dscd.akamai.net
185.60.216.11	mqtt.c10r.facebook.com
52.114.158.91	onecollector.cloudapp.aria.akadns.net
17.248.147.105	streams.fe.apple-dns.net
2.18.212.74	a709.g1.akamai.net
17.188.133.61	1.courier-sandbox-push-apple.com.akadns.net
17.252.28.26	eu-central-courier-4.push-apple.com.akadns.net
172.217.20.170	googleapis.l.google.com
52.114.128.8	onecollector.cloudapp.aria.akadns.net
8.36.80.217	gfe.nvidia.com
204.79.197.200	a-0001.a-msedge.net
209.206.58.22	fra172.meraki.com
8.248.115.254	opau.download.windowsupdate.com.c.footprint.net
52.218.200.120	s3-us-west-2.amazonaws.com
17.248.147.108	streams.fe.apple-dns.net
172.217.22.78	suggestqueries.l.google.com
17.248.147.145	streams.fe.apple-dns.net
17.252.28.29	eu-central-courier-4.push-apple.com.akadns.net
52.162.108.3	stdvip1.northcentralus.cloudapp.azure.com
13.78.179.199	array808-prod.do.dsp.mp.microsoft.com
8.253.95.121	opau.download.windowsupdate.com.c.footprint.net
151.101.0.93	houzz.map.fastly.net
8.253.204.249	opau.download.windowsupdate.com.c.footprint.net
216.58.215.67	www.gstatic.com
2.18.212.80	a709.g1.akamai.net
77.88.21.110	mobile.yandex.net
17.252.28.69	eu-central-courier-4.push-apple.com.akadns.net
104.225.10.227	i2-vgsrkjrtxaktplxvequemasriqlyxm.init.cedexis-radar.net
173.194.222.188	mobile-gtalk.l.google.com
5.62.38.20	ip-info.ns1.ff.avast.com
172.217.16.36	www.google.com
17.248.147.40	streams.fe.apple-dns.net
13.107.3.128	s-0001.s-msedge.net
23.101.67.210	weura1lbip.westeurope.cloudapp.azure.com
23.201.182.107	e15275.g.akamaiedge.net
54.200.239.168	prod-lb-403698696.us-west-2.elb.amazonaws.com
52.109.76.36	prod-w.nexus.live.com.akadns.net
2.18.213.74	a1488.dscd.akamai.net
216.58.215.110	www-google-analytics.l.google.com
87.248.114.13	edge2.gycs.b.yahoodns.net
2.18.212.123	a709.g1.akamai.net
17.252.28.75	eu-central-courier-4.push-apple.com.akadns.net
151.101.0.65	prod.cedexis-ssl.map.fastly.net
34.233.79.134	avast-omaha-prod-2143958876.us-east-1.elb.amazonaws.com
172.217.16.42	googleapis.l.google.com
52.11.187.64	prod-lb-403698696.us-west-2.elb.amazonaws.com
17.248.147.9	streams.fe.apple-dns.net
151.101.1.130	fastly3.cedexis.fastlylb.net
17.252.92.23	eu-central-courier-4.push-apple.com.akadns.net
17.252.28.78	eu-central-courier-4.push-apple.com.akadns.net
64.233.161.188	mobile-gtalk.l.google.com
8.36.80.195	gfe.nvidia.com
216.58.209.68	www.google.com
17.248.147.12	streams.fe.apple-dns.net
17.248.147.49	streams.fe.apple-dns.net
40.77.226.249	db5-ap.settings.data.microsoft.com.akadns.net
2.18.212.129	a709.g1.akamai.net
17.252.28.81	eu-central-courier-4.push-apple.com.akadns.net
77.234.45.61	su.ns1.ff.avast.com
185.60.216.32	mqtt-mini.c10r.facebook.com
52.232.69.150	vip5.afdorigin-prod-am02.afdogw.com
17.146.1.146	identity.apple.com.akadns.net
17.248.147.52	streams.fe.apple-dns.net
87.250.250.53	webdav.yandex.ru
104.20.83.113	clientservices.avastbrowser.com
174.129.250.248	settings.crashlytics.com
5.45.62.118	su.ns1.ff.avast.com
52.97.151.50	outlook.ms-acdc.office.com
172.217.16.14	android.l.google.com
77.234.45.64	su.ns1.ff.avast.com
185.60.216.35	star-mini.c10r.facebook.com
216.58.209.74	googleapis.l.google.com
172.217.16.51	ghs.googlehosted.com
151.101.64.93	houzz.map.fastly.net
178.79.200.169	cedexis-1.vo.llnwd.net
23.53.169.242	e9706.dscg.akamaiedge.net
216.58.205.227	www.google.pl
66.225.197.197	rvip1.ue.cachefly.net
52.32.207.126	prod-lb-403698696.us-west-2.elb.amazonaws.com
104.16.119.50	auth.riotgames.com.cdn.cloudflare.net
216.58.209.40	ssl-google-analytics.l.google.com
17.252.92.69	eu-central-courier-4.push-apple.com.akadns.net
216.58.209.77	accounts.google.com
13.107.5.88	e-0009.e-msedge.net
108.177.14.188	mobile-gtalk.l.google.com
52.109.88.36	prod.nexusrules.live.com.akadns.net
40.112.91.29	arc.msn.com.nsatc.net
104.16.198.132	entitlements.auth.riotgames.com.cdn.cloudflare.net
87.250.250.207	report.appmetrica.yandex.net
23.23.116.35	settings.crashlytics.com
23.21.173.83	settings.crashlytics.com
77.234.45.70	su.ns1.ff.avast.com
192.35.177.64	apps.digsigtrust.com
40.67.254.36	db5p.wns.notify.windows.com.akadns.net
213.180.193.115	mobileproxy.passport.yandex.net
78.10.44.219	souvre.com
130.211.34.183	api.mixpanel.com
17.252.28.19	eu-central-courier-4.push-apple.com.akadns.net
5.45.62.53	su.ns1.ff.avast.com
94.31.29.64	max.cedexis.netdna-cdn.com
172.217.20.163	update.googleapis.com
17.252.28.93	eu-central-courier-4.push-apple.com.akadns.net
172.217.20.200	ssl-google-analytics.l.google.com
216.58.209.46	google.com
104.20.84.113	clientservices.avastbrowser.com
151.101.64.65	prod.cedexis-ssl.map.fastly.net
151.101.13.130	fastly2.cedexis.fastlylb.net
17.248.147.138	streams.fe.apple-dns.net
17.248.147.175	streams.fe.apple-dns.net
172.217.19.67	www.google.pl
17.252.28.96	eu-central-courier-4.push-apple.com.akadns.net
173.223.170.144	e1553.dspg.akamaiedge.net
151.101.65.130	fastly3.cedexis.fastlylb.net
104.16.120.50	auth.riotgames.com.cdn.cloudflare.net
17.248.147.141	streams.fe.apple-dns.net
17.252.28.25	eu-central-courier-4.push-apple.com.akadns.net
172.217.20.206	android.l.google.com
17.252.92.81	eu-central-courier-4.push-apple.com.akadns.net
35.161.88.50	prod-lb-403698696.us-west-2.elb.amazonaws.com
104.16.199.132	entitlements.auth.riotgames.com.cdn.cloudflare.net
17.248.147.107	streams.fe.apple-dns.net
216.58.215.100	www.google.com
17.248.147.144	streams.fe.apple-dns.net
17.252.28.28	eu-central-courier-4.push-apple.com.akadns.net
17.248.147.181	streams.fe.apple-dns.net
17.32.194.67	identity.apple.com.akadns.net
185.60.216.53	mmx-ds.cdn.whatsapp.net
35.190.25.25	api.mixpanel.com
8.36.113.127	download-dc1.gfe.nvidia.com
54.230.229.164	d3ag4hukkh62yn.cloudfront.net
216.58.215.66	pagead46.l.doubleclick.net
151.101.128.93	houzz.map.fastly.net
52.97.147.2	outlook.ms-acdc.office.com
17.248.147.110	streams.fe.apple-dns.net
17.252.28.31	eu-central-courier-4.push-apple.com.akadns.net
17.252.28.68	eu-central-courier-4.push-apple.com.akadns.net
104.225.10.226	i2-obvvssqtwyyxfxusamygxyxynnzbij.init.cedexis-radar.net
185.60.216.19	scontent.xx.fbcdn.net
